Test Name	Language	Components	Gold File	Prediction File	Uploaded Gold File	Uploaded Prediction File	Experiment URI	BertScore F1	BLEU	BLEU NLTK	METEOR	chrF++	TER	Error Count	Timestamp	GERBIL version
QALD9PlusTest-MT	fr	['spacy_ner', 'mgenre_el', 'opus_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-spacy_ner-mgenre_el-opus_mt	76297a0a22a64caa9dafd7fec5ba4000QALD9Plus-MT_fr-en_gold_file.txt	10ba7ae4deff417385ff83fa30344c5fQALD9Plus-MT_fr-spacy_ner-mgenre_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140503	0.9601733589	35.89	0.37	0.4	0.67	0.43	0	2022-10-14 07:57:52	1.2.7
QALD9PlusTest-MT	fr	['spacy_ner', 'mgenre_el', 'nllb_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-spacy_ner-mgenre_el-nllb_mt	76297a0a22a64caa9dafd7fec5ba4000QALD9Plus-MT_fr-en_gold_file.txt	7b263736ddb4451394fcf4b9fd6ab036QALD9Plus-MT_fr-spacy_ner-mgenre_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140504	0.968424015	44.89	0.46	0.43	0.72	0.36	0	2022-10-14 07:58:03	1.2.7
QALD9PlusTest-MT	fr	['spacy_ner', 'mgenre_el', 'mbart_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-spacy_ner-mgenre_el-mbart_mt	76297a0a22a64caa9dafd7fec5ba4000QALD9Plus-MT_fr-en_gold_file.txt	072280d191fe42538f56805edf4ac2a4QALD9Plus-MT_fr-spacy_ner-mgenre_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140505	0.9547221327	40.64	0.4	0.39	0.66	0.44	0	2022-10-14 07:58:14	1.2.7
QALD9PlusTrain-MT	de	['babelscape_ner', 'mag_el', 'libre_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-babelscape_ner-mag_el-libre_mt	6e6b08306e0f404bb1bb5c54570a868aQALD9PlusTrain-MT_de-en_gold_file.txt	8dd6ed3f179846868a3a8e210f3b9db9QALD9PlusTrain-MT_de-babelscape_ner-mag_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140506	0.9509895591	35.84	0.36	0.39	0.64	0.45	0	2022-10-14 07:58:26	1.2.7
QALD9PlusTrain-MT	de	['babelscape_ner', 'mag_el', 'opus_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-babelscape_ner-mag_el-opus_mt	6e6b08306e0f404bb1bb5c54570a868aQALD9PlusTrain-MT_de-en_gold_file.txt	6953c661056645db9ff46aad8a26eea2QALD9PlusTrain-MT_de-babelscape_ner-mag_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140507	0.9547003816	39.66	0.4	0.4	0.67	0.41	0	2022-10-14 07:58:52	1.2.7
QALD9PlusTrain-MT	de	['babelscape_ner', 'mag_el', 'nllb_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-babelscape_ner-mag_el-nllb_mt	6e6b08306e0f404bb1bb5c54570a868aQALD9PlusTrain-MT_de-en_gold_file.txt	d6c2ab8a399d42a0ae6b1a02b398e043QALD9PlusTrain-MT_de-babelscape_ner-mag_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140508	0.9601037201	40.78	0.41	0.41	0.67	0.41	0	2022-10-14 07:59:17	1.2.7
QALD9PlusTrain-MT	de	['babelscape_ner', 'mag_el', 'mbart_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-babelscape_ner-mag_el-mbart_mt	6e6b08306e0f404bb1bb5c54570a868aQALD9PlusTrain-MT_de-en_gold_file.txt	00d21d689a0145458b410d991eb44bdaQALD9PlusTrain-MT_de-babelscape_ner-mag_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140509	0.9533633911	37.18	0.37	0.39	0.66	0.43	0	2022-10-14 07:59:43	1.2.7
QALD9PlusTrain-MT	de	['babelscape_ner', 'mgenre_el', 'libre_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-babelscape_ner-mgenre_el-libre_mt	6e6b08306e0f404bb1bb5c54570a868aQALD9PlusTrain-MT_de-en_gold_file.txt	f88a34a3ee03409c910ecbd0fa5cbf24QALD9PlusTrain-MT_de-babelscape_ner-mgenre_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140510	0.9509895591	35.84	0.36	0.39	0.64	0.45	0	2022-10-14 08:00:08	1.2.7
QALD9PlusTrain-MT	de	['babelscape_ner', 'mgenre_el', 'opus_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-babelscape_ner-mgenre_el-opus_mt	6e6b08306e0f404bb1bb5c54570a868aQALD9PlusTrain-MT_de-en_gold_file.txt	954f3b50df1446df990af62f02b93298QALD9PlusTrain-MT_de-babelscape_ner-mgenre_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140511	0.9547003816	39.66	0.4	0.4	0.67	0.41	0	2022-10-14 08:00:35	1.2.7
QALD9PlusTrain-MT	de	['babelscape_ner', 'mgenre_el', 'nllb_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-babelscape_ner-mgenre_el-nllb_mt	6e6b08306e0f404bb1bb5c54570a868aQALD9PlusTrain-MT_de-en_gold_file.txt	4305857743c54fb2a15bf839fee9a9edQALD9PlusTrain-MT_de-babelscape_ner-mgenre_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140512	0.9601037201	40.78	0.41	0.41	0.67	0.41	0	2022-10-14 08:01:01	1.2.7
QALD9PlusTrain-MT	de	['babelscape_ner', 'mgenre_el', 'mbart_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-babelscape_ner-mgenre_el-mbart_mt	6e6b08306e0f404bb1bb5c54570a868aQALD9PlusTrain-MT_de-en_gold_file.txt	9d5c191df28f4ba1b0f75b1688cf984aQALD9PlusTrain-MT_de-babelscape_ner-mgenre_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140513	0.9533633911	37.18	0.37	0.39	0.66	0.43	0	2022-10-14 08:01:26	1.2.7
QALD9PlusTrain-MT	de	['flair_ner', 'mag_el', 'libre_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-flair_ner-mag_el-libre_mt	6e6b08306e0f404bb1bb5c54570a868aQALD9PlusTrain-MT_de-en_gold_file.txt	1e0afcc0e76f4917ac2cf316f4f446bbQALD9PlusTrain-MT_de-flair_ner-mag_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140514	0.9509895591	35.84	0.36	0.39	0.64	0.45	0	2022-10-14 08:01:53	1.2.7
QALD9PlusTrain-MT	de	['flair_ner', 'mag_el', 'opus_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-flair_ner-mag_el-opus_mt	6e6b08306e0f404bb1bb5c54570a868aQALD9PlusTrain-MT_de-en_gold_file.txt	dc2bfd51bdcc49bf82d4d720c3618a99QALD9PlusTrain-MT_de-flair_ner-mag_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140515	0.9547003816	39.66	0.4	0.4	0.67	0.41	0	2022-10-14 08:02:19	1.2.7
QALD9PlusTrain-MT	de	['flair_ner', 'mag_el', 'nllb_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-flair_ner-mag_el-nllb_mt	6e6b08306e0f404bb1bb5c54570a868aQALD9PlusTrain-MT_de-en_gold_file.txt	6ba4081f184f474f91f64d857b6b1952QALD9PlusTrain-MT_de-flair_ner-mag_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140516	0.9601037201	40.78	0.41	0.41	0.67	0.41	0	2022-10-14 08:02:45	1.2.7
QALD9PlusTrain-MT	de	['flair_ner', 'mag_el', 'mbart_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-flair_ner-mag_el-mbart_mt	6e6b08306e0f404bb1bb5c54570a868aQALD9PlusTrain-MT_de-en_gold_file.txt	f6f651f33679430683114d2c22206e1eQALD9PlusTrain-MT_de-flair_ner-mag_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140517	0.9533633911	37.18	0.37	0.39	0.66	0.43	0	2022-10-14 08:03:15	1.2.7
QALD9PlusTrain-MT	de	['flair_ner', 'mgenre_el', 'libre_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-flair_ner-mgenre_el-libre_mt	6e6b08306e0f404bb1bb5c54570a868aQALD9PlusTrain-MT_de-en_gold_file.txt	966d398cbf5b485b9d397b5f7514e6e8QALD9PlusTrain-MT_de-flair_ner-mgenre_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140518	0.9509895591	35.84	0.36	0.39	0.64	0.45	0	2022-10-14 08:03:43	1.2.7
QALD9PlusTrain-MT	de	['flair_ner', 'mgenre_el', 'opus_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-flair_ner-mgenre_el-opus_mt	6e6b08306e0f404bb1bb5c54570a868aQALD9PlusTrain-MT_de-en_gold_file.txt	f249980fd33247daab94c2ccd57c62fdQALD9PlusTrain-MT_de-flair_ner-mgenre_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140519	0.9547003816	39.66	0.4	0.4	0.67	0.41	0	2022-10-14 08:04:11	1.2.7
QALD9PlusTrain-MT	de	['flair_ner', 'mgenre_el', 'nllb_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-flair_ner-mgenre_el-nllb_mt	6e6b08306e0f404bb1bb5c54570a868aQALD9PlusTrain-MT_de-en_gold_file.txt	44abc584a07d411c80ba3336ed8aa981QALD9PlusTrain-MT_de-flair_ner-mgenre_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140520	0.9601037201	40.78	0.41	0.41	0.67	0.41	0	2022-10-14 08:04:36	1.2.7
QALD9PlusTrain-MT	de	['flair_ner', 'mgenre_el', 'mbart_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-flair_ner-mgenre_el-mbart_mt	6e6b08306e0f404bb1bb5c54570a868aQALD9PlusTrain-MT_de-en_gold_file.txt	c7881a32b08e4c808a7c1db7a521d00cQALD9PlusTrain-MT_de-flair_ner-mgenre_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140521	0.9533633911	37.18	0.37	0.39	0.66	0.43	0	2022-10-14 08:05:02	1.2.7
QALD9PlusTrain-MT	de	['davlan_ner', 'mag_el', 'libre_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-davlan_ner-mag_el-libre_mt	6e6b08306e0f404bb1bb5c54570a868aQALD9PlusTrain-MT_de-en_gold_file.txt	d493c73a3a2040598b9a86fd5920315bQALD9PlusTrain-MT_de-davlan_ner-mag_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140522	0.9509895591	35.84	0.36	0.39	0.64	0.45	0	2022-10-14 08:05:21	1.2.7
QALD9PlusTrain-MT	de	['davlan_ner', 'mag_el', 'opus_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-davlan_ner-mag_el-opus_mt	6e6b08306e0f404bb1bb5c54570a868aQALD9PlusTrain-MT_de-en_gold_file.txt	b3220be112934a659a33eb34829c053eQALD9PlusTrain-MT_de-davlan_ner-mag_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140523	0.9453432418	39.13	0.39	0.4	0.66	0.42	0	2022-10-14 08:05:46	1.2.7
QALD9PlusTrain-MT	de	['davlan_ner', 'mag_el', 'nllb_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-davlan_ner-mag_el-nllb_mt	6e6b08306e0f404bb1bb5c54570a868aQALD9PlusTrain-MT_de-en_gold_file.txt	597ae7770f454cf195d2f160e4bd87e6QALD9PlusTrain-MT_de-davlan_ner-mag_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140524	0.9532157874	40.46	0.41	0.41	0.66	0.41	0	2022-10-14 08:06:12	1.2.7
QALD9PlusTrain-MT	de	['davlan_ner', 'mag_el', 'mbart_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-davlan_ner-mag_el-mbart_mt	6e6b08306e0f404bb1bb5c54570a868aQALD9PlusTrain-MT_de-en_gold_file.txt	c03e020f79734337a4b1def2ac8a8d53QALD9PlusTrain-MT_de-davlan_ner-mag_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140525	0.9509926627	37.12	0.37	0.39	0.66	0.43	0	2022-10-14 08:06:38	1.2.7
QALD9PlusTrain-MT	de	['davlan_ner', 'mgenre_el', 'libre_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-davlan_ner-mgenre_el-libre_mt	6e6b08306e0f404bb1bb5c54570a868aQALD9PlusTrain-MT_de-en_gold_file.txt	368010ccc3be429d99eb61ffd921cceeQALD9PlusTrain-MT_de-davlan_ner-mgenre_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140526	0.9509895591	35.84	0.36	0.39	0.64	0.45	0	2022-10-14 08:07:04	1.2.7
QALD9PlusTrain-MT	de	['davlan_ner', 'mgenre_el', 'opus_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-davlan_ner-mgenre_el-opus_mt	6e6b08306e0f404bb1bb5c54570a868aQALD9PlusTrain-MT_de-en_gold_file.txt	e0a74a883ad64d5f96bb98d3aec4975fQALD9PlusTrain-MT_de-davlan_ner-mgenre_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140527	0.9547003816	39.66	0.4	0.4	0.67	0.41	0	2022-10-14 08:07:29	1.2.7
QALD9PlusTrain-MT	de	['davlan_ner', 'mgenre_el', 'nllb_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-davlan_ner-mgenre_el-nllb_mt	6e6b08306e0f404bb1bb5c54570a868aQALD9PlusTrain-MT_de-en_gold_file.txt	4fa25452644d4947b91317a4e51aa9f7QALD9PlusTrain-MT_de-davlan_ner-mgenre_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140528	0.9601037201	40.78	0.41	0.41	0.67	0.41	0	2022-10-14 08:07:55	1.2.7
QALD9PlusTrain-MT	de	['davlan_ner', 'mgenre_el', 'mbart_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-davlan_ner-mgenre_el-mbart_mt	6e6b08306e0f404bb1bb5c54570a868aQALD9PlusTrain-MT_de-en_gold_file.txt	5a560a1dec5d43d6b1fe404a3034a828QALD9PlusTrain-MT_de-davlan_ner-mgenre_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140529	0.9509639144	37	0.37	0.39	0.66	0.43	0	2022-10-14 08:08:21	1.2.7
QALD9PlusTrain-MT	de	['spacy_ner', 'mag_el', 'libre_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-spacy_ner-mag_el-libre_mt	6e6b08306e0f404bb1bb5c54570a868aQALD9PlusTrain-MT_de-en_gold_file.txt	2c6e727cd61f4f3d8a6327d64e727939QALD9PlusTrain-MT_de-spacy_ner-mag_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140530	0.9509895591	35.84	0.36	0.39	0.64	0.45	0	2022-10-14 08:08:46	1.2.7
QALD9PlusTrain-MT	de	['spacy_ner', 'mag_el', 'opus_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-spacy_ner-mag_el-opus_mt	6e6b08306e0f404bb1bb5c54570a868aQALD9PlusTrain-MT_de-en_gold_file.txt	572bb332fac34081833c2077fb1c5c61QALD9PlusTrain-MT_de-spacy_ner-mag_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140531	0.9547003816	39.66	0.4	0.4	0.67	0.41	0	2022-10-14 08:09:13	1.2.7
QALD9PlusTrain-MT	de	['spacy_ner', 'mag_el', 'nllb_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-spacy_ner-mag_el-nllb_mt	6e6b08306e0f404bb1bb5c54570a868aQALD9PlusTrain-MT_de-en_gold_file.txt	18d1bbde757c416db98ded2090a84058QALD9PlusTrain-MT_de-spacy_ner-mag_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140532	0.9601037201	40.78	0.41	0.41	0.67	0.41	0	2022-10-14 08:09:39	1.2.7
QALD9PlusTrain-MT	de	['spacy_ner', 'mag_el', 'mbart_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-spacy_ner-mag_el-mbart_mt	6e6b08306e0f404bb1bb5c54570a868aQALD9PlusTrain-MT_de-en_gold_file.txt	d240c28180af4c9296bb3ce6a4e805fbQALD9PlusTrain-MT_de-spacy_ner-mag_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140533	0.9533633911	37.18	0.37	0.39	0.66	0.43	0	2022-10-14 08:10:04	1.2.7
QALD9PlusTrain-MT	de	['spacy_ner', 'mgenre_el', 'libre_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-spacy_ner-mgenre_el-libre_mt	6e6b08306e0f404bb1bb5c54570a868aQALD9PlusTrain-MT_de-en_gold_file.txt	d18767f7f27d47f3b1e2702f7831760bQALD9PlusTrain-MT_de-spacy_ner-mgenre_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140534	0.9509895591	35.84	0.36	0.39	0.64	0.45	0	2022-10-14 08:10:30	1.2.7
QALD9PlusTrain-MT	de	['spacy_ner', 'mgenre_el', 'opus_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-spacy_ner-mgenre_el-opus_mt	6e6b08306e0f404bb1bb5c54570a868aQALD9PlusTrain-MT_de-en_gold_file.txt	fff493ccb72d47ec98bfa0ff12bba3f2QALD9PlusTrain-MT_de-spacy_ner-mgenre_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140535	0.9547003816	39.66	0.4	0.4	0.67	0.41	0	2022-10-14 08:10:56	1.2.7
QALD9PlusTrain-MT	de	['spacy_ner', 'mgenre_el', 'nllb_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-spacy_ner-mgenre_el-nllb_mt	6e6b08306e0f404bb1bb5c54570a868aQALD9PlusTrain-MT_de-en_gold_file.txt	0e8dac9bcf954447a2b273afe6b01f3aQALD9PlusTrain-MT_de-spacy_ner-mgenre_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140536	0.9601037201	40.78	0.41	0.41	0.67	0.41	0	2022-10-14 08:11:22	1.2.7
QALD9PlusTrain-MT	de	['spacy_ner', 'mgenre_el', 'mbart_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-spacy_ner-mgenre_el-mbart_mt	6e6b08306e0f404bb1bb5c54570a868aQALD9PlusTrain-MT_de-en_gold_file.txt	e3b39bb1fd62446d9787d8d1132240abQALD9PlusTrain-MT_de-spacy_ner-mgenre_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140537	0.9533633911	37.18	0.37	0.39	0.66	0.43	0	2022-10-14 08:11:47	1.2.7
QALD9PlusTrain-MT	ru	['babelscape_ner', 'mgenre_el', 'libre_mt']	QALD9PlusTrain-MT_ru-en_gold_file	pred_results/QALD9PlusTrain-MT_ru-babelscape_ner-mgenre_el-libre_mt	48c1a8ded8b84783a05f67ee7d8f61a1QALD9PlusTrain-MT_ru-en_gold_file.txt	e29171fec5bd485480a65a3c8212ae95QALD9PlusTrain-MT_ru-babelscape_ner-mgenre_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140538	0.9290830861	19.68	0.2	0.3	0.51	0.61	0	2022-10-14 08:12:15	1.2.7
QALD9PlusTrain-MT	ru	['babelscape_ner', 'mgenre_el', 'opus_mt']	QALD9PlusTrain-MT_ru-en_gold_file	pred_results/QALD9PlusTrain-MT_ru-babelscape_ner-mgenre_el-opus_mt	48c1a8ded8b84783a05f67ee7d8f61a1QALD9PlusTrain-MT_ru-en_gold_file.txt	be79040046d5493b90cfd8f35ac5080cQALD9PlusTrain-MT_ru-babelscape_ner-mgenre_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140539	0.9454324409	27.91	0.28	0.34	0.57	0.53	0	2022-10-14 08:12:39	1.2.7
QALD9PlusTrain-MT	ru	['babelscape_ner', 'mgenre_el', 'nllb_mt']	QALD9PlusTrain-MT_ru-en_gold_file	pred_results/QALD9PlusTrain-MT_ru-babelscape_ner-mgenre_el-nllb_mt	48c1a8ded8b84783a05f67ee7d8f61a1QALD9PlusTrain-MT_ru-en_gold_file.txt	03109c2b9535404fad5da6d65221e1aaQALD9PlusTrain-MT_ru-babelscape_ner-mgenre_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140540	0.9565884936	35.07	0.35	0.37	0.62	0.47	0	2022-10-14 08:13:04	1.2.7
QALD9PlusTrain-MT	ru	['babelscape_ner', 'mgenre_el', 'mbart_mt']	QALD9PlusTrain-MT_ru-en_gold_file	pred_results/QALD9PlusTrain-MT_ru-babelscape_ner-mgenre_el-mbart_mt	48c1a8ded8b84783a05f67ee7d8f61a1QALD9PlusTrain-MT_ru-en_gold_file.txt	bdd30f22361d4a50b59ad3360cb75d3cQALD9PlusTrain-MT_ru-babelscape_ner-mgenre_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140541	0.9452720572	28.73	0.29	0.34	0.58	0.54	0	2022-10-14 08:13:29	1.2.7
QALD9PlusTrain-MT	ru	['spacy_ner', 'mgenre_el', 'libre_mt']	QALD9PlusTrain-MT_ru-en_gold_file	pred_results/QALD9PlusTrain-MT_ru-spacy_ner-mgenre_el-libre_mt	48c1a8ded8b84783a05f67ee7d8f61a1QALD9PlusTrain-MT_ru-en_gold_file.txt	6b4504c9b57541c387a08e862847f68bQALD9PlusTrain-MT_ru-spacy_ner-mgenre_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140542	0.9290830861	19.68	0.2	0.3	0.51	0.61	0	2022-10-14 08:13:55	1.2.7
QALD9PlusTrain-MT	ru	['spacy_ner', 'mgenre_el', 'opus_mt']	QALD9PlusTrain-MT_ru-en_gold_file	pred_results/QALD9PlusTrain-MT_ru-spacy_ner-mgenre_el-opus_mt	48c1a8ded8b84783a05f67ee7d8f61a1QALD9PlusTrain-MT_ru-en_gold_file.txt	da2b3be37a3b4436a8ec0948d1bd6ac0QALD9PlusTrain-MT_ru-spacy_ner-mgenre_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140543	0.9454324409	27.91	0.28	0.34	0.57	0.53	0	2022-10-14 08:14:20	1.2.7
QALD9PlusTrain-MT	ru	['spacy_ner', 'mgenre_el', 'nllb_mt']	QALD9PlusTrain-MT_ru-en_gold_file	pred_results/QALD9PlusTrain-MT_ru-spacy_ner-mgenre_el-nllb_mt	48c1a8ded8b84783a05f67ee7d8f61a1QALD9PlusTrain-MT_ru-en_gold_file.txt	414bcb8930114cbba0bdd287de2d4d77QALD9PlusTrain-MT_ru-spacy_ner-mgenre_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140544	0.9565884936	35.07	0.35	0.37	0.62	0.47	0	2022-10-14 08:14:46	1.2.7
QALD9PlusTrain-MT	ru	['spacy_ner', 'mgenre_el', 'mbart_mt']	QALD9PlusTrain-MT_ru-en_gold_file	pred_results/QALD9PlusTrain-MT_ru-spacy_ner-mgenre_el-mbart_mt	48c1a8ded8b84783a05f67ee7d8f61a1QALD9PlusTrain-MT_ru-en_gold_file.txt	615134d5bec64214a7a9d72c826c06faQALD9PlusTrain-MT_ru-spacy_ner-mgenre_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140545	0.9452720572	28.73	0.29	0.34	0.58	0.54	0	2022-10-14 08:15:11	1.2.7
QALD9PlusTrain-MT	fr	['babelscape_ner', 'mag_el', 'libre_mt']	QALD9PlusTrain-MT_fr-en_gold_file	pred_results/QALD9PlusTrain-MT_fr-babelscape_ner-mag_el-libre_mt	642c1874b0ad49cfa5f8345d3ea6a0a9QALD9PlusTrain-MT_fr-en_gold_file.txt	89b1eac44abd41408e8cfcba36a7c632QALD9PlusTrain-MT_fr-babelscape_ner-mag_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140546	0.9601671288	44	0.44	0.42	0.7	0.38	0	2022-10-14 08:15:37	1.2.7
QALD9PlusTrain-MT	fr	['babelscape_ner', 'mag_el', 'opus_mt']	QALD9PlusTrain-MT_fr-en_gold_file	pred_results/QALD9PlusTrain-MT_fr-babelscape_ner-mag_el-opus_mt	642c1874b0ad49cfa5f8345d3ea6a0a9QALD9PlusTrain-MT_fr-en_gold_file.txt	10a78b88532d40a0b5a86cfd36bd6936QALD9PlusTrain-MT_fr-babelscape_ner-mag_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140547	0.9647635716	42.14	0.42	0.43	0.71	0.37	0	2022-10-14 08:15:57	1.2.7
QALD9PlusTrain-MT	fr	['babelscape_ner', 'mag_el', 'nllb_mt']	QALD9PlusTrain-MT_fr-en_gold_file	pred_results/QALD9PlusTrain-MT_fr-babelscape_ner-mag_el-nllb_mt	642c1874b0ad49cfa5f8345d3ea6a0a9QALD9PlusTrain-MT_fr-en_gold_file.txt	cc8b342112564875a7bd4ed8fae93964QALD9PlusTrain-MT_fr-babelscape_ner-mag_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140548	0.9732987008	48.76	0.49	0.46	0.72	0.33	0	2022-10-14 08:16:17	1.2.7
QALD9PlusTrain-MT	fr	['babelscape_ner', 'mag_el', 'mbart_mt']	QALD9PlusTrain-MT_fr-en_gold_file	pred_results/QALD9PlusTrain-MT_fr-babelscape_ner-mag_el-mbart_mt	642c1874b0ad49cfa5f8345d3ea6a0a9QALD9PlusTrain-MT_fr-en_gold_file.txt	7529d2dff5304dbfb41be306d6167e64QALD9PlusTrain-MT_fr-babelscape_ner-mag_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140549	0.9639084864	42.83	0.43	0.43	0.7	0.38	0	2022-10-14 08:16:36	1.2.7
